ID,Name,Height,Weight,Age,Sex,Profession
17607,Котовa Нелли,178.0,53.0,46,ж,врач
17608,Васильевa Дарья,156.0,50.0,76,ж,преподаватель
17609,Виноградовa Викторина,169.0,42.0,21,ж,автослесарь
17610,Ковалёвa Капитолина,175.0,63.0,32,ж,бухгалтер
17611,Карповa Лукерья,176.0,46.0,37,ж,продавец
17612,Терентьевa Дарья,171.0,50.0,40,ж,врач
17613,Кирилловa Алина,172.0,45.0,80,ж,продавец
17614,Беловa Устинья,177.0,58.0,56,ж,преподаватель
17615,Пановa Устинья,175.0,65.0,74,ж,преподаватель
17616,Лукинa Россияна,156.0,46.0,61,ж,продавец
17617,Роговa Анисья,169.0,63.0,70,ж,студент
17618,Исаевa Аксинья,172.0,41.0,69,ж,сантехник
17619,Ждановa Полина,180.0,50.0,29,ж,программист
17620,Логиновa Аделия,168.0,40.0,73,ж,инженер
17621,Ореховa Марфа,161.0,58.0,68,ж,сантехник
17622,Масловa Нора,173.0,62.0,33,ж,бухгалтер
17623,Фёдоровa Алиса,,48.0,41,ж,инженер
17624,Рыбаковa Злата,171.0,46.0,56,ж,преподаватель
17625,Зуевa Василина,177.0,43.0,87,ж,продавец
17626,Беляковa Магдалена,181.0,78.0,82,ж,студент
17627,Медведевa Виталия,166.0,53.0,49,ж,бухгалтер
17628,Титовa Амалия,161.0,70.0,52,ж,программист
17629,Тимофеевa Лада,162.0,43.0,61,ж,преподаватель
17630,Ивановa Лукерья,165.0,57.0,87,ж,студент
17631,Щербаковa Алиса,179.0,55.0,83,ж,студент
17632,Дроздовa Маргарита,168.0,71.0,39,ж,автослесарь
17633,Исаевa Лада,,70.0,89,ж,преподаватель
17634,Сазоновa Эльза,,61.0,71,ж,преподаватель
17635,Трофимовa Прасковья,,69.0,50,ж,бухгалтер
17636,Константиновa Юния,166.0,58.0,50,ж,продавец
17637,Тетеринa Алла,184.0,75.0,32,ж,продавец
17638,Князевa Наталия,162.0,50.0,75,ж,преподаватель
17639,Тетеринa Агафья,171.0,51.0,39,ж,сантехник
17640,Наумовa Юлиана,172.0,59.0,38,ж,инженер
17641,Григорьевa Раяна,,43.0,27,ж,автослесарь
17642,Александровa Тамила,183.0,44.0,79,ж,сантехник
17643,Тимофеевa Ванда,174.0,64.0,72,ж,преподаватель
17644,Фроловa Ульяна,177.0,52.0,48,ж,студент
17645,Колесниковa Милена,176.0,73.0,55,ж,инженер
17646,Ильинa Татьяна,162.0,62.0,89,ж,преподаватель
17647,Уваровa Дарья,161.0,73.0,28,ж,инженер
17648,Виноградовa Жанна,179.0,41.0,70,ж,студент
17649,Павловa Иветта,174.0,65.0,74,ж,студент
17650,Ковалёвa Алсу,163.0,51.0,19,ж,студент
17651,Лапинa Русалина,174.0,71.0,84,ж,продавец
17652,Котовa Татьяна,159.0,45.0,47,ж,программист
17653,Брагинa Акулина,163.0,60.0,36,ж,студент
17654,Беспаловa Инга,167.0,49.0,37,ж,сантехник
17655,Исаевa София,172.0,74.0,89,ж,продавец
17656,Блохинa Виталия,175.0,52.0,32,ж,инженер
17657,Уваровa Виола,179.0,42.0,81,ж,программист
17658,Калининa Изольда,,69.0,37,ж,преподаватель
17659,Крюковa Ляля,171.0,59.0,42,ж,врач
17660,Мишинa Александрина,181.0,63.0,85,ж,сантехник
17661,Дорофеевa Виола,159.0,77.0,70,ж,инженер
17662,Суворовa Платонида,171.0,69.0,89,ж,студент
17663,Барановa Агафья,176.0,46.0,75,ж,программист
17664,Красильниковa Амалия,160.0,75.0,35,ж,студент
17665,Сысоевa Соня,162.0,62.0,66,ж,бухгалтер
17666,Макаровa Олеся,173.0,75.0,70,ж,продавец
17667,Князевa Авдотья,156.0,45.0,66,ж,врач
17668,Корниловa Иоанна,159.0,62.0,21,ж,студент
17669,Лобановa Ася,158.0,40.0,19,ж,программист
17670,Кулаковa Кристина,161.0,44.0,40,ж,продавец
17671,Воробьёвa Октябрина,183.0,73.0,58,ж,программист
17672,Виноградовa Алиса,166.0,68.0,64,ж,бухгалтер
17673,Мухинa Ася,174.0,55.0,21,ж,студент
17674,Русаковa Виола,179.0,74.0,36,ж,инженер
17675,Григорьевa Ефросинья,179.0,78.0,83,ж,инженер
17676,Федосеевa Эрика/div>,164.0,60.0,67,ж,программист
17677,Михеевa Марфа,,61.0,79,ж,автослесарь
17678,Панфиловa Капитолина,155.0,59.0,53,ж,студент
17679,Рябовa Фаина,163.0,49.0,73,ж,студент
17680,Моисеевa Тамила,161.0,55.0,29,ж,программист
17681,Игнатовa Авдотья,176.0,63.0,49,ж,программист
17682,Кудряшовa Тамила,184.0,65.0,72,ж,автослесарь
17683,Галкинa Агния,166.0,71.0,38,ж,студент
17684,Дмитриевa Юлия,163.0,56.0,84,ж,врач
17685,Фоминa Галина,178.0,63.0,60,ж,программист
17686,Крюковa Софья,172.0,58.0,63,ж,бухгалтер
17687,Матвеевa Каролина,168.0,60.0,54,ж,сантехник
17688,Барановa Ванда,173.0,58.0,48,ж,программист
17689,Дмитриевa Агния,177.0,79.0,77,ж,продавец
17690,Лазаревa Иветта,181.0,41.0,22,ж,врач
17691,Журавлёвa Ярослава,163.0,79.0,77,ж,врач
17692,Васильевa Марианна,158.0,77.0,41,ж,инженер
17693,Черновa Адель,,53.0,20,ж,бухгалтер
17694,Суворовa Тамара,,47.0,38,ж,продавец
17695,Гусевa Арина,,56.0,65,ж,продавец
17696,Наумовa Виолетта,156.0,61.0,65,ж,автослесарь
17697,Филатовa Ляля,,49.0,55,ж,преподаватель
17698,Исаевa Евгения,162.0,66.0,81,ж,автослесарь
17699,Казаковa Авдотья,171.0,75.0,67,ж,врач
17700,Романовa Дина,172.0,42.0,19,ж,программист
17701,Шараповa Василина,156.0,61.0,84,ж,врач
17702,Самойловa Ярина,176.0,52.0,45,ж,врач
17703,Яковлевa Есения,161.0,58.0,53,ж,сантехник
17704,Осиповa Дарина,178.0,52.0,67,ж,бухгалтер
17705,Павловa Агния,181.0,40.0,57,ж,студент
17706,Вишняковa Иванна,,77.0,43,ж,сантехник
17707,Михайловa Кира,180.0,53.0,21,ж,преподаватель
17708,Крюковa Мила,161.0,60.0,60,ж,врач
17709,Константиновa Лукерья,158.0,48.0,22,ж,преподаватель
17710,Игнатовa Виталина,167.0,40.0,71,ж,студент
17711,Иванковa Рената,157.0,49.0,26,ж,программист
17712,Игнатовa Надежда,181.0,59.0,36,ж,врач
17713,Никифоровa Ксения,171.0,56.0,82,ж,преподаватель
17714,Пановa Аделия,156.0,64.0,31,ж,студент
17715,Кузнецовa Наталья,174.0,58.0,61,ж,студент
17716,Медведевa Магдалена,168.0,40.0,34,ж,студент
17717,Борисовa Россияна,155.0,46.0,69,ж,преподаватель
17718,Марковa Мирра,168.0,68.0,85,ж,студент
17719,Пахомовa Россияна,183.0,65.0,28,ж,врач
17720,Ивановa Раиса,183.0,51.0,60,ж,преподаватель
17721,Архиповa Фрида,164.0,48.0,46,ж,сантехник
17722,Денисовa Цветана,169.0,77.0,28,ж,врач
17723,Осиповa Галина,176.0,67.0,51,ж,автослесарь
17724,Алексеевa Дора,175.0,45.0,47,ж,автослесарь
17725,Тимофеевa Таяна,176.0,59.0,31,ж,инженер
17726,Ширяевa Ирина,169.0,55.0,49,ж,программист
17727,Рябовa Гелла,167.0,46.0,62,ж,автослесарь
17728,Белоусовa Регина,170.0,65.0,25,ж,автослесарь
17729,Дементьевa Таяна,180.0,43.0,18,ж,продавец
17730,Игнатовa Арина,157.0,41.0,35,ж,программист
17731,Шестаковa Любовь,,64.0,68,ж,студент
17732,Зыковa Агафья,,41.0,38,ж,преподаватель
17733,Фоминa Анна,166.0,56.0,28,ж,автослесарь
17734,Лапинa Агнесса,170.0,43.0,80,ж,инженер
17735,Костинa Юлиана,,76.0,73,ж,врач
17736,Буровa Иллирика,,40.0,59,ж,продавец
17737,Кононовa Аделаида,165.0,56.0,26,ж,врач
17738,Большаковa Катерина,178.0,67.0,77,ж,продавец
17739,Устиновa Ирина,161.0,71.0,32,ж,инженер
17740,Мишинa Амалия,172.0,52.0,81,ж,продавец
17741,Сафоновa Калерия,179.0,41.0,29,ж,программист
17742,Дмитриевa Иоанна,184.0,71.0,38,ж,бухгалтер
17743,Меркушевa Эмма,,53.0,21,ж,врач
17744,Лобановa Мирослава,166.0,59.0,38,ж,сантехник
17745,Фроловa Кира,,72.0,44,ж,продавец
17746,Шараповa Дина,176.0,54.0,59,ж,программист
17747,Богдановa Агата,169.0,48.0,23,ж,преподаватель
17748,Лапинa Иветта,158.0,77.0,37,ж,преподаватель
17749,Новиковa Кристина,181.0,77.0,45,ж,сантехник
17750,Федосеевa Рената,158.0,68.0,50,ж,студент
17751,Мясниковa Иванна,160.0,60.0,32,ж,продавец
17752,Ефремовa Ульяна,180.0,76.0,88,ж,инженер
17753,Комиссаровa Стефания,179.0,67.0,58,ж,автослесарь
17754,Агафоновa Каролина,175.0,48.0,47,ж,программист
17755,Нестеровa Наталия,184.0,69.0,28,ж,сантехник
17756,Алексеевa Марта,180.0,59.0,18,ж,программист
17757,Мишинa Маргарита,181.0,41.0,62,ж,студент
17758,Сысоевa Леся,178.0,73.0,28,ж,бухгалтер
17759,Лукинa Любовь,168.0,63.0,22,ж,продавец
17760,Ефимовa Таяна,,52.0,76,ж,студент
17761,Меркушевa Алекса,162.0,52.0,78,ж,врач
17762,Орловa Эльвира,156.0,71.0,61,ж,врач
17763,Мышкинa Вита,155.0,65.0,51,ж,врач
17764,Стрелковa Лика,163.0,76.0,21,ж,программист
17765,Субботинa Ярослава,177.0,40.0,89,ж,инженер
17766,Ковалёвa Марфа,,75.0,40,ж,преподаватель
17767,Устиновa Виталина,174.0,78.0,23,ж,преподаватель
17768,Степановa Дарья,155.0,78.0,83,ж,продавец
17769,Панфиловa Иванна,177.0,79.0,86,ж,программист
17770,Зыковa Виталия,,51.0,34,ж,преподаватель
17771,Власовa Римма,,50.0,31,ж,бухгалтер
17772,Ефремовa Эльза,163.0,78.0,74,ж,продавец
17773,Калашниковa Юлиана,172.0,40.0,86,ж,преподаватель
17774,Давыдовa Ярослава,,40.0,67,ж,бухгалтер
17775,Яковлевa Лара,166.0,65.0,30,ж,программист
17776,Гущинa Ярина,181.0,50.0,36,ж,студент
17777,Костинa Ольга,178.0,76.0,20,ж,врач
17778,Селезнёвa Василиса,165.0,73.0,76,ж,преподаватель
17779,Пановa Вита,178.0,41.0,78,ж,продавец
17780,Муравьёвa Клара,164.0,61.0,21,ж,преподаватель
17781,Некрасовa Александра,183.0,42.0,41,ж,студент
17782,Потаповa Нелли,156.0,64.0,22,ж,сантехник
17783,Кузнецовa Кристина,174.0,69.0,54,ж,врач
17784,Марковa Аделина,159.0,68.0,26,ж,продавец
17785,Щукинa Аврора,176.0,63.0,56,ж,инженер
17786,Горшковa Анжелика,174.0,79.0,79,ж,программист
17787,Кондратьевa Екатерина,183.0,64.0,49,ж,программист
17788,Бобровa Глафира,181.0,79.0,81,ж,врач
17789,Панфиловa Зоя,174.0,51.0,37,ж,бухгалтер
17790,Мамонтовa Диана,182.0,72.0,51,ж,сантехник
17791,Мамонтовa Милада,155.0,60.0,59,ж,врач
17792,Яковлевa Антонина,177.0,74.0,52,ж,инженер
17793,Гурьевa Иоанна,172.0,40.0,24,ж,продавец
17794,Ефимовa Октябрина,,44.0,38,ж,врач
17795,Зуевa Александрина,178.0,52.0,71,ж,автослесарь
17796,Куликовa Изабелла,176.0,62.0,34,ж,программист
17797,Кошелевa Карина,156.0,76.0,45,ж,сантехник
17798,Блиновa Елизавета,169.0,59.0,38,ж,автослесарь
17799,Беляковa Оксана,171.0,50.0,56,ж,бухгалтер
17800,Вороновa Ева,166.0,57.0,46,ж,преподаватель
17801,Игнатовa Елизавета,168.0,67.0,88,ж,продавец
17802,Комиссаровa Ася,171.0,69.0,71,ж,бухгалтер
17803,Воробьёвa Амалия,179.0,61.0,37,ж,бухгалтер
17804,Евдокимовa Елизавета,172.0,55.0,45,ж,инженер
17805,Исаковa Лера,173.0,47.0,65,ж,врач
17806,Меркушевa Аида,179.0,65.0,69,ж,врач
17807,Яковлевa Русалина,173.0,75.0,53,ж,студент
17808,Третьяковa Зинаида,181.0,69.0,76,ж,врач
17809,Самсоновa Аэлита,169.0,42.0,73,ж,преподаватель
17810,Анисимовa Ева,181.0,55.0,43,ж,автослесарь
17811,Лапинa Фрида,,66.0,74,ж,сантехник
17812,Зиминa Александрина,,51.0,89,ж,врач
17813,Кулаковa Амалия,171.0,76.0,79,ж,программист
17814,Семёновa Роксана,179.0,48.0,20,ж,врач
17815,Горбачёвa Елена,163.0,76.0,77,ж,программист
17816,Брагинa Амалия,179.0,49.0,34,ж,сантехник
17817,Никоновa Софья,184.0,68.0,48,ж,автослесарь
17818,Большаковa Иллирика,168.0,58.0,68,ж,преподаватель
17819,Силинa Елизавета,177.0,48.0,50,ж,продавец
17820,Родионовa Леся,179.0,52.0,79,ж,автослесарь
17821,Захаровa Инга,160.0,50.0,75,ж,сантехник
17822,Шараповa Галина,167.0,66.0,22,ж,преподаватель
17823,Кудряшовa Элеонора,156.0,75.0,82,ж,преподаватель
17824,Михайловa Раиса,174.0,79.0,20,ж,бухгалтер
17825,Захаровa Раяна,169.0,46.0,89,ж,автослесарь
17826,Фомичёвa Яна,182.0,50.0,35,ж,продавец
17827,Беляевa Алёна,156.0,60.0,38,ж,бухгалтер
17828,Соболевa Антонина,168.0,64.0,31,ж,сантехник
17829,Емельяновa Иванна,175.0,58.0,50,ж,программист
17830,Борисовa Искра,176.0,73.0,68,ж,продавец
17831,Шестаковa Каролина,171.0,61.0,21,ж,программист
17832,Мартыновa Изольда,161.0,54.0,74,ж,автослесарь
17833,Гордеевa Дария,159.0,70.0,31,ж,бухгалтер
17834,Исаевa Вета,159.0,40.0,40,ж,врач
17835,Тарасовa Павлина,,70.0,32,ж,преподаватель
17836,Павловa Мария,171.0,74.0,59,ж,врач
17837,Вишняковa Эвелина,156.0,67.0,63,ж,сантехник
17838,Цветковa Мирра,176.0,75.0,76,ж,врач
17839,Морозовa Ева,179.0,67.0,53,ж,программист
17840,Сазоновa Вера,172.0,73.0,64,ж,продавец
17841,Карповa Милада,183.0,43.0,69,ж,преподаватель
17842,Михайловa Софья,164.0,45.0,74,ж,студент
17843,Кирилловa Сабина,161.0,77.0,24,ж,студент
17844,Тихоновa Домника,180.0,61.0,34,ж,сантехник
17845,Новиковa Алина,174.0,67.0,83,ж,программист
17846,Назаровa Аида,159.0,78.0,71,ж,преподаватель
17847,Родионовa Инна,,64.0,32,ж,врач
17848,Сафоновa Анастасия,157.0,75.0,35,ж,преподаватель
17849,Копыловa Элеонора,156.0,70.0,36,ж,автослесарь
17850,Шашковa Эльза,168.0,50.0,76,ж,инженер
17851,Никифоровa Виола,182.0,61.0,66,ж,продавец
17852,Кононовa Иллирика,156.0,79.0,41,ж,сантехник
17853,Тимофеевa Лилия,162.0,44.0,46,ж,врач
17854,Капустинa Изольда,165.0,68.0,79,ж,инженер
17855,Носковa Калерия,179.0,67.0,35,ж,бухгалтер
17856,Кононовa Нинель,173.0,53.0,56,ж,сантехник
17857,Савельевa Виолетта,155.0,52.0,18,ж,продавец
17858,Дроздовa Вита,159.0,53.0,48,ж,инженер
17859,Гавриловa Изольда,170.0,59.0,86,ж,инженер
17860,Колобовa Алекса,184.0,45.0,37,ж,сантехник
17861,Зайцевa Надежда,163.0,75.0,79,ж,врач
17862,Быковa Нора,178.0,73.0,64,ж,программист
17863,Давыдовa Ефросинья,183.0,78.0,40,ж,продавец
17864,Доронинa Ванда,180.0,78.0,71,ж,программист
17865,Жуковa Галина,163.0,44.0,77,ж,студент
17866,Тихоновa Владислава,157.0,43.0,85,ж,бухгалтер
17867,Афанасьевa Цагана,170.0,51.0,72,ж,программист
17868,Васильевa Элеонора,178.0,41.0,28,ж,врач
17869,Матвеевa Лера,182.0,72.0,44,ж,преподаватель
17870,Прохоровa Милена,155.0,42.0,84,ж,преподаватель
17871,Дроздовa Рита,167.0,71.0,22,ж,врач
17872,Киселёвa Эльвира,162.0,66.0,63,ж,бухгалтер
17873,Лапинa Ефросинья,176.0,58.0,36,ж,бухгалтер
17874,Дорофеевa Авдотья,178.0,64.0,77,ж,преподаватель
17875,Буровa Рената,182.0,78.0,82,ж,бухгалтер
17876,Осиповa Тамила,183.0,53.0,31,ж,преподаватель
17877,Котовa Ефросинья,156.0,79.0,58,ж,программист
17878,Трофимовa Платонида,165.0,77.0,56,ж,инженер
17879,Панфиловa Алиса,169.0,63.0,76,ж,сантехник
17880,Фокинa Клара,160.0,43.0,59,ж,инженер
17881,Буровa Глафира,,54.0,62,ж,инженер
17882,Лапинa Евгения,166.0,63.0,52,ж,преподаватель
17883,Колесниковa Лидия,182.0,67.0,65,ж,инженер
17884,Ермаковa Анисья,177.0,45.0,68,ж,преподаватель
17885,Селезнёвa Иллирика,161.0,66.0,18,ж,продавец
17886,Лихачёвa Эрика/div>,160.0,51.0,66,ж,преподаватель
17887,Савинa Аэлита,,54.0,42,ж,врач
17888,Кудрявцевa Милица,175.0,60.0,35,ж,врач
17889,Селиверстовa Эмма,165.0,48.0,61,ж,программист
17890,Трофимовa Иоанна,,70.0,25,ж,программист
17891,Гордеевa Камилла,183.0,79.0,45,ж,бухгалтер
17892,Гусевa Лариса,160.0,51.0,61,ж,инженер
17893,Мироновa Эвелина,182.0,73.0,18,ж,студент
17894,Тимофеевa Гертруда,180.0,78.0,70,ж,инженер
17895,Савельевa Магдалена,165.0,55.0,88,ж,сантехник
17896,Артемьевa Искра,170.0,52.0,27,ж,бухгалтер
17897,Мишинa Лариса,168.0,73.0,70,ж,преподаватель
17898,Гусевa Клара,165.0,54.0,53,ж,сантехник
17899,Комиссаровa Нора,163.0,66.0,20,ж,сантехник
17900,Потаповa Катерина,157.0,54.0,65,ж,инженер
17901,Муравьёвa Наталия,182.0,74.0,82,ж,инженер
17902,Матвеевa Жанна,176.0,65.0,76,ж,продавец
17903,Логиновa Элина,162.0,57.0,69,ж,врач
17904,Кондратьевa Вита,169.0,55.0,88,ж,врач
17905,Фомичёвa Снежана,177.0,44.0,42,ж,бухгалтер
17906,Копыловa Леся,155.0,41.0,29,ж,бухгалтер
17907,Поповa Алина,178.0,40.0,57,ж,студент
17908,Красильниковa Алёна,165.0,42.0,50,ж,врач
17909,Афанасьевa Милана,172.0,61.0,63,ж,автослесарь
17910,Кузнецовa Надежда,178.0,67.0,34,ж,программист
17911,Шашковa Альбина,162.0,62.0,26,ж,программист
17912,Ефремовa Варвара,162.0,68.0,44,ж,студент
17913,Королёвa Агния,176.0,54.0,55,ж,программист
17914,Юдинa Милена,158.0,41.0,46,ж,преподаватель
17915,Устиновa Венера,169.0,40.0,67,ж,сантехник
17916,Муравьёвa Устинья,159.0,56.0,67,ж,врач
17917,Тимофеевa Марта,177.0,57.0,39,ж,преподаватель
17918,Большаковa Рада,165.0,49.0,75,ж,продавец
17919,Крыловa Карина,,55.0,65,ж,автослесарь
17920,Фоминa Капитолина,156.0,51.0,72,ж,программист
17921,Носковa Виолетта,,46.0,18,ж,программист
17922,Николаевa Вероника,184.0,68.0,31,ж,инженер
17923,Быковa Леся,182.0,66.0,40,ж,программист
17924,Носковa Магдалина,184.0,72.0,64,ж,преподаватель
17925,Шестаковa Раиса,158.0,57.0,39,ж,автослесарь
17926,Фокинa Зинаида,183.0,51.0,20,ж,сантехник
17927,Юдинa Злата,158.0,57.0,27,ж,программист
17928,Дорофеевa Иванна,165.0,43.0,89,ж,продавец
17929,Колобовa Лариса,163.0,79.0,42,ж,врач
17930,Тетеринa Евангелина,167.0,60.0,46,ж,автослесарь
17931,Власовa Мирослава,157.0,41.0,49,ж,врач
17932,Сорокинa Юния,162.0,65.0,29,ж,автослесарь
17933,Пановa Эрика/div>,173.0,67.0,81,ж,врач
17934,Кудрявцевa Марианна,166.0,53.0,64,ж,автослесарь
17935,Борисовa Нора,156.0,67.0,22,ж,инженер
17936,Поляковa Марианна,156.0,68.0,51,ж,студент
17937,Прохоровa Агата,156.0,76.0,55,ж,студент
17938,Филатовa Алёна,180.0,77.0,62,ж,бухгалтер
17939,Николаевa Лолита,167.0,45.0,62,ж,врач
17940,Коноваловa Дора,169.0,54.0,67,ж,автослесарь
17941,Матвеевa Агнесса,162.0,54.0,82,ж,врач
17942,Сысоевa Марта,161.0,40.0,31,ж,программист
17943,Щукинa Нора,,42.0,36,ж,продавец
17944,Брагинa Роксана,157.0,49.0,28,ж,сантехник
17945,Ефремовa Ада,156.0,70.0,71,ж,автослесарь
17946,Алексеевa Римма,174.0,79.0,45,ж,преподаватель
17947,Гришинa Алиса,179.0,71.0,67,ж,студент
17948,Шаровa Ярослава,164.0,76.0,24,ж,автослесарь
17949,Агафоновa Раиса,166.0,44.0,48,ж,врач
17950,Ситниковa Платонида,170.0,54.0,70,ж,студент
17951,Степановa Вилена,168.0,53.0,77,ж,автослесарь
17952,Богдановa Виола,161.0,78.0,50,ж,инженер
17953,Щукинa Нонна,164.0,47.0,26,ж,бухгалтер
17954,Кулаковa Алевтина,178.0,54.0,85,ж,студент
17955,Лебедевa Дина,178.0,42.0,72,ж,сантехник
17956,Морозовa Алеся,184.0,69.0,82,ж,инженер
17957,Воробьёвa Софья,167.0,42.0,43,ж,врач
17958,Шараповa Римма,166.0,59.0,54,ж,бухгалтер
17959,Гавриловa Аделина,,75.0,31,ж,врач
17960,Александровa Злата,161.0,53.0,39,ж,программист
17961,Федотовa Людмила,180.0,68.0,27,ж,бухгалтер
17962,Крыловa Милана,168.0,52.0,18,ж,автослесарь
17963,Бобровa Анисья,167.0,44.0,38,ж,программист
17964,Белоусовa Лара,155.0,58.0,42,ж,преподаватель
17965,Тетеринa Александрина,158.0,72.0,22,ж,преподаватель
17966,Прохоровa Вета,163.0,70.0,65,ж,автослесарь
17967,Красильниковa Мирра,163.0,70.0,58,ж,инженер
17968,Ковалёвa Ярина,167.0,50.0,46,ж,преподаватель
17969,Шашковa Мира,164.0,63.0,83,ж,бухгалтер
17970,Барановa Эльвира,162.0,74.0,44,ж,сантехник
17971,Буровa Нора,175.0,42.0,47,ж,продавец
17972,Петуховa Макария,169.0,47.0,44,ж,продавец
17973,Исаковa Маргарита,171.0,59.0,78,ж,бухгалтер
17974,Кошелевa Аделия,174.0,51.0,88,ж,сантехник
17975,Морозовa Тамила,177.0,60.0,57,ж,автослесарь
17976,Селиверстовa Татьяна,177.0,61.0,75,ж,бухгалтер
17977,Емельяновa Акулина,180.0,40.0,43,ж,продавец
17978,Беловa Снежана,173.0,75.0,41,ж,преподаватель
17979,Мясниковa Ксения,175.0,42.0,40,ж,программист
17980,Фёдоровa Оксана,172.0,69.0,67,ж,врач
17981,Сорокинa Динара,165.0,55.0,19,ж,врач
17982,Петуховa Владислава,169.0,51.0,33,ж,преподаватель
17983,Новиковa Светлана,166.0,71.0,45,ж,сантехник
17984,Галкинa Русалина,170.0,45.0,39,ж,врач
17985,Игнатьевa Изольда,168.0,60.0,45,ж,врач
17986,Воробьёвa Ольга,,46.0,30,ж,врач
17987,Воробьёвa Екатерина,175.0,73.0,45,ж,сантехник
17988,Поляковa Ия,173.0,75.0,68,ж,сантехник
17989,Зиновьевa Вита,,78.0,28,ж,программист
17990,Меркушевa Клавдия,158.0,48.0,55,ж,программист
17991,Горбачёвa Эрика/div>,165.0,74.0,47,ж,сантехник
17992,Казаковa Россияна,184.0,78.0,21,ж,врач
17993,Калининa Агнесса,174.0,61.0,66,ж,сантехник
17994,Анисимовa Ксения,,52.0,23,ж,продавец
17995,Тетеринa Юлиана,157.0,70.0,35,ж,инженер
17996,Роговa Цагана,172.0,70.0,41,ж,программист
17997,Медведевa Лукерья,184.0,56.0,59,ж,инженер
17998,Ореховa Рената,163.0,43.0,56,ж,сантехник
17999,Терентьевa Алиса,175.0,54.0,79,ж,автослесарь
18000,Сорокинa Аполлинария,173.0,44.0,51,ж,программист
18001,Иванковa Ярослава,172.0,63.0,80,ж,инженер
18002,Большаковa Илона,166.0,68.0,32,ж,автослесарь
18003,Зиновьевa Анна,171.0,76.0,51,ж,сантехник
18004,Дроздовa Евангелина,177.0,78.0,27,ж,врач
18005,Назаровa Марианна,178.0,79.0,25,ж,продавец
18006,Филатовa Жанна,175.0,78.0,75,ж,студент
18007,Носковa Любовь,,74.0,46,ж,автослесарь
18008,Павловa Авдотья,162.0,64.0,81,ж,программист
18009,Григорьевa Есения,159.0,57.0,57,ж,преподаватель
18010,Казаковa Мила,160.0,75.0,43,ж,инженер
18011,Доронинa Алиса,181.0,60.0,85,ж,врач
18012,Тимофеевa Каролина,180.0,69.0,82,ж,сантехник
18013,Сафоновa Алиса,182.0,57.0,20,ж,инженер
18014,Медведевa Арина,170.0,68.0,49,ж,врач
18015,Логиновa Акулина,184.0,53.0,36,ж,врач
18016,Носовa Вера,184.0,47.0,73,ж,автослесарь
18017,Лаврентьевa Аполлинария,176.0,73.0,81,ж,студент
18018,Тимофеевa Иветта,174.0,67.0,68,ж,инженер
18019,Шестаковa Ангелина,165.0,49.0,53,ж,продавец
18020,Сысоевa Инна,155.0,60.0,62,ж,программист
18021,Мартыновa Руслана,177.0,64.0,62,ж,продавец
18022,Смирновa Иоанна,179.0,46.0,51,ж,автослесарь
18023,Якушевa Алеся,184.0,64.0,67,ж,инженер
18024,Иванковa Рената,169.0,48.0,30,ж,автослесарь
18025,Лазаревa Цветана,168.0,75.0,61,ж,преподаватель
18026,Сорокинa Цветана,158.0,42.0,48,ж,сантехник
18027,Артемьевa Лина,170.0,74.0,75,ж,врач
18028,Борисовa Ефросинья,161.0,75.0,71,ж,программист
18029,Назаровa Наталья,184.0,41.0,20,ж,врач
18030,Сухановa Агнесса,167.0,77.0,49,ж,бухгалтер
18031,Семёновa Нелли,177.0,43.0,18,ж,студент
18032,Рыбаковa Лидия,174.0,44.0,63,ж,автослесарь
18033,Киселёвa Амалия,168.0,68.0,28,ж,врач
18034,Прохоровa Мила,162.0,77.0,81,ж,автослесарь
18035,Меркушевa Аида,156.0,76.0,58,ж,автослесарь
18036,Орловa Анисья,169.0,53.0,31,ж,студент
18037,Архиповa Жанна,159.0,70.0,65,ж,студент
18038,Громовa Алекса,176.0,78.0,42,ж,инженер
18039,Захаровa Мирослава,157.0,69.0,30,ж,инженер
18040,Рябовa Мира,172.0,68.0,38,ж,врач
18041,Ермаковa Нора,164.0,62.0,47,ж,студент
18042,Большаковa Домника,184.0,46.0,19,ж,преподаватель
18043,Носковa Платонида,169.0,44.0,60,ж,продавец
18044,Евсеевa Виолетта,168.0,58.0,76,ж,врач
18045,Третьяковa Лидия,167.0,66.0,83,ж,преподаватель
18046,Фомичёвa Искра,172.0,70.0,24,ж,программист
18047,Исаевa Агнесса,175.0,42.0,60,ж,автослесарь
18048,Панфиловa Каролина,,56.0,69,ж,программист
18049,Алексеевa Аполлинария,160.0,72.0,81,ж,программист
18050,Зайцевa Нина,155.0,67.0,75,ж,сантехник
18051,Гуляевa Инга,181.0,71.0,44,ж,преподаватель
18052,Лыткинa Павлина,162.0,64.0,58,ж,инженер
18053,Соболевa Акулина,,79.0,38,ж,автослесарь
18054,Константиновa Нелли,159.0,65.0,60,ж,продавец
18055,Жуковa Иветта,168.0,61.0,72,ж,сантехник
18056,Логиновa Иветта,169.0,44.0,21,ж,преподаватель
18057,Ждановa Мария,171.0,68.0,75,ж,преподаватель
18058,Сорокинa Иоанна,170.0,59.0,30,ж,автослесарь
18059,Лаврентьевa Нинель,158.0,52.0,53,ж,врач
18060,Мамонтовa Галина,,62.0,77,ж,инженер
18061,Горбуновa Каролина,171.0,55.0,33,ж,продавец
18062,Кузнецовa Викторина,175.0,76.0,40,ж,автослесарь
18063,Якушевa Лада,169.0,77.0,35,ж,студент
